"Afstemningsområde","Opstillingskreds","Storkreds","Landsdel","Filnavn","Stemmeberettigede","IAltGyldigeStemmer","BlankeStemmer","AndreUgyldigeStemmer","IAltAfgivneStemmer","A","B","C","F","I","K","O","V","Ø","Å","UdenForParti","adrstring","lat","lon","zip","muninum","area","hp_1yr","hp_2yr","incsupport","hp_1yrposchange","hp_1yrnegchange","hp_2yrposchange","hp_2yrnegchange"
"Hasle Skole","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495526.xml",6079,5011,49,14,5074,1427,346,135,325,431,168,532,611,607,405,24,"Hasle Skole, Århus Nord, Denmark",56.1686,10.1638,8210,751,"8210 Århus V",-9.66088,2.22962,35.3822,0,9.66088,2.22962,0
"Brabrand Hallen,Brabrand","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495516.xml",5786,5105,40,8,5153,1417,379,205,274,411,67,687,859,363,430,13,"Brabrand Hallen,Brabrand, Århus Vest, Denmark",NA,NA,NA,NA,NA,NA,NA,35.1812,NA,NA,NA,NA
"Globus 1, Brabrand","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495517.xml",4901,3083,33,21,3137,941,156,42,123,112,157,303,191,790,224,44,"Globus Brabrand, Århus Vest, Denmark",56.1582,10.1424,8220,751,"8220 Brabrand",7.2147,9.01855,35.5822,7.2147,0,9.01855,0
"Skjoldhøjskolen","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495518.xml",4551,3707,50,13,3770,1094,156,90,182,211,68,677,525,429,252,23,"Skjoldhøjskolen, Århus Vest, Denmark",56.1743,10.1149,8381,751,"8381 Tilst",4.81766,-7.54896,33.72,4.81766,0,0,7.54896
"Tilst Skole,Tilst","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495519.xml",5877,4615,37,17,4669,1604,194,112,185,283,64,924,674,332,225,18,"Tilst Skole,Tilst, Århus Vest, Denmark",56.1881,10.1077,8381,751,"8381 Tilst",4.81766,-7.54896,38.9599,4.81766,0,0,7.54896
"Næshøj Hallen, Harlev","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495520.xml",3324,2906,32,9,2947,902,106,92,97,205,12,607,602,141,137,5,"Næshøj Hallen, Harlev, Århus Vest, Denmark",56.1447,9.99708,8462,751,"8462 Harlev J",13.7733,7.45403,34.6869,13.7733,0,7.45403,0
"Borum Forsamlingshus","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495521.xml",536,481,1,1,483,123,20,7,21,20,2,99,89,44,56,0,"Borum Forsamlingshus, Århus Vest, Denmark",NA,NA,NA,NA,NA,NA,NA,29.7297,NA,NA,NA,NA
"Sabro-Korsvejskolen,Sabro","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495522.xml",2590,2201,22,12,2235,647,96,57,89,141,8,481,430,151,94,7,"Sabro-Korsvejskolen,Sabro, Århus Vest, Denmark",56.2118,10.0236,8471,751,"8471 Sabro",10.8244,NaN,33.7574,10.8244,0,NA,NA
"Samsøgades Skole","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495538.xml",14136,12353,126,40,12519,2288,1424,305,690,1692,94,678,1571,1609,1945,57,"Samsøgades Skole, Århus Øst, Denmark",56.1623,10.2027,8000,751,"8000 Århus C",9.28529,15.4752,30.0494,9.28529,0,15.4752,0
"Skovvangskolen","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495527.xml",9751,8570,91,18,8679,2020,889,184,518,897,95,655,1071,1060,1144,37,"Skovvangskolen, Århus Nord, Denmark",56.1752,10.2088,8200,751,"8200 Århus N",13.7189,11.2217,33.944,13.7189,0,11.2217,0
"Møllevangskolen","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495528.xml",10821,9214,124,11,9349,2195,882,256,454,1156,129,779,1386,973,964,40,"Møllevangskolen, Århus Nord, Denmark",56.1649,10.1832,8210,751,"8210 Århus V",-9.66088,2.22962,33.3948,0,9.66088,2.22962,0
"Lisbjergskolen","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495529.xml",1232,1030,5,5,1040,270,92,26,66,96,17,126,120,100,114,3,"Lisbjergskolen, Århus Nord, Denmark",NA,NA,NA,NA,NA,NA,NA,35.1456,NA,NA,NA,NA
"Bellevue-Hallen","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495539.xml",7586,7014,40,17,7071,1685,612,392,329,867,50,610,1586,377,500,6,"Bellevue-Hallen, Århus Øst, Denmark",56.1938,10.2471,8240,751,"8240 Risskov",11.9547,5.29611,32.7488,11.9547,0,5.29611,0
"Lystrup Skole","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495530.xml",8128,7259,58,17,7334,2219,357,282,357,484,62,1258,1350,492,383,15,"Lystrup Skole, Århus Nord, Denmark",56.209,10.2782,8250,751,"8250 Egå",3.47448,12.6054,35.487,3.47448,0,12.6054,0
"Virupskolen,Hjortshøj","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495540.xml",2606,2382,23,5,2410,725,164,62,176,111,9,271,253,296,309,6,"Virupskolen,Hjortshøj, Århus Øst, Denmark",NA,NA,NA,NA,NA,NA,NA,37.3216,NA,NA,NA,NA
"Sølystskolen,Egå","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495541.xml",3684,3309,17,14,3340,869,183,174,121,338,9,565,722,163,163,2,"Sølystskolen,Egå, Århus Øst, Denmark",56.2117,10.2832,8250,751,"8250 Egå",3.47448,12.6054,31.7921,3.47448,0,12.6054,0
"Skæring Skole","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495542.xml",3715,3335,14,9,3358,793,161,151,113,349,14,590,839,150,167,8,"Skæring Skole, Århus Øst, Denmark",56.209,10.2782,8250,751,"8250 Egå",3.47448,12.6054,28.6057,3.47448,0,12.6054,0
"Skødstrup Hallen","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495543.xml",6023,5342,46,17,5405,1392,285,164,226,498,26,903,1157,341,344,6,"Skødstrup Hallen, Århus Øst, Denmark",NA,NA,NA,NA,NA,NA,NA,31.3927,NA,NA,NA,NA
"Bjørnshøjcentret,Trige","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495531.xml",2221,1834,16,5,1855,609,69,37,93,97,15,403,254,160,85,12,"Bjørnshøjcentret,Trige, Århus Nord, Denmark",NA,NA,NA,NA,NA,NA,NA,36.9684,NA,NA,NA,NA
"Spørring Fælleshus","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495532.xml",733,630,4,0,634,172,27,23,30,42,4,132,132,32,30,6,"Spørring Fælleshus, Århus Nord, Denmark",NA,NA,NA,NA,NA,NA,NA,31.5873,NA,NA,NA,NA
"Hårup Hallen","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495533.xml",1420,1259,12,0,1271,323,40,22,59,59,6,256,351,91,52,0,"Hårup Hallen, Århus Nord, Denmark",NA,NA,NA,NA,NA,NA,NA,28.8324,NA,NA,NA,NA
"Vejlby Risskov Hallen","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495544.xml",7893,6516,95,19,6630,1856,501,149,424,481,149,736,699,829,661,31,"Vejlby Risskov Hallen, Århus Øst, Denmark",56.1927,10.2078,8240,751,"8240 Risskov",11.9547,5.29611,36.1725,11.9547,0,5.29611,0
"Søndervangskolen,Viby J","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495523.xml",2499,1836,14,8,1858,683,91,28,80,104,5,321,169,253,86,16,"Søndervangskolen,Viby J, Århus Vest, Denmark",NA,NA,NA,NA,NA,NA,NA,42.1569,NA,NA,NA,NA
"Center -10 (Frydenlundskolen)","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495534.xml",8839,6970,89,29,7088,2180,488,157,462,423,165,777,643,989,639,47,"Center -(Frydenlundskolen), Århus Nord, Denmark",56.1635,10.1741,8210,751,"8210 Århus V",-9.66088,2.22962,38.2783,0,9.66088,2.22962,0
"Åby Skole","2. Århus Vest","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495524.xml",5033,4258,29,13,4300,1322,271,98,278,256,61,502,477,526,455,12,"Åby Skole, Århus Vest, Denmark",56.1555,10.2114,8000,751,"8000 Århus C",9.28529,15.4752,37.4119,9.28529,0,15.4752,0
"Ellevangskolen,Risskov","4. Århus Øst","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495545.xml",5929,5351,37,18,5406,1596,378,177,310,397,49,709,879,464,380,12,"Ellevangskolen,Risskov, Århus Øst, Denmark",56.2034,10.218,8240,751,"8240 Risskov",11.9547,5.29611,36.8903,11.9547,0,5.29611,0
"Skåde Skole","1. Århus Syd","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495510.xml",4677,4189,31,8,4228,856,311,245,137,594,29,476,1008,257,268,8,"Skåde Skole, Århus Syd, Denmark",56.1555,10.2114,8000,751,"8000 Århus C",9.28529,15.4752,27.8587,9.28529,0,15.4752,0
"Katrinebjergskolen","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495535.xml",4788,4151,57,17,4225,960,434,98,274,489,78,340,534,466,465,13,"Katrinebjergskolen, Århus Nord, Denmark",56.1738,10.1962,8200,751,"8200 Århus N",13.7189,11.2217,33.5823,13.7189,0,11.2217,0
"Vorrevangskolen","3. Århus Nord","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495536.xml",3165,2609,27,11,2647,871,150,45,174,106,43,458,160,380,211,11,"Vorrevangskolen, Århus Nord, Denmark",56.1857,10.1994,8200,751,"8200 Århus N",13.7189,11.2217,39.1338,13.7189,0,11.2217,0
"Ejstrup","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495760.xml",1787,1571,11,1,1583,289,24,59,34,92,34,544,410,65,19,1,"Ejstrup, Ikast, Denmark",56.0791,9.21531,7430,756,"7430 Ikast",3.70694,15.8055,19.9236,3.70694,0,15.8055,0
"Gludsted","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495761.xml",425,375,8,1,384,60,6,13,13,23,16,119,112,8,5,0,"Gludsted, Ikast, Denmark",56.0723,9.25611,7430,756,"7430 Ikast",3.70694,15.8055,17.6,3.70694,0,15.8055,0
"Nørre-Snede","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495762.xml",1840,1580,15,6,1601,314,17,35,52,47,17,640,324,61,73,0,"Nørre-Snede, Ikast, Denmark",55.9651,9.39278,8766,756,"8766 Nørre Snede",NaN,NaN,20.9494,NA,NA,NA,NA
"Hampen","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495763.xml",401,338,3,3,344,73,3,6,13,16,3,137,60,16,11,0,"Hampen, Ikast, Denmark",56.0183,9.35558,7362,756,"7362 Hampen",NaN,NaN,22.4852,NA,NA,NA,NA
"Klovborg","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495764.xml",783,647,10,5,662,122,24,19,17,18,25,231,141,38,12,0,"Klovborg, Ikast, Denmark",55.9313,9.4928,8765,756,"8765 Klovborg",NaN,NaN,22.5657,NA,NA,NA,NA
"Pårup","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495765.xml",369,316,3,0,319,64,6,6,4,9,7,109,85,14,11,1,"Pårup, Ikast, Denmark",56.1365,9.34942,7442,756,"7442 Engesvang",NaN,NaN,22.1519,NA,NA,NA,NA
"Brande By","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495766.xml",5354,4486,37,15,4538,935,88,178,113,259,87,1296,1300,144,85,1,"Brande By, Ikast, Denmark",56.1364,9.1546,7430,756,"7430 Ikast",3.70694,15.8055,22.8043,3.70694,0,15.8055,0
"Blåhøj","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495767.xml",690,568,7,1,576,69,13,37,13,37,25,189,157,17,8,3,"Blåhøj, Ikast, Denmark",55.8745,9.03324,7330,756,"7330 Brande",3.9276,9.98046,14.4366,3.9276,0,9.98046,0
"Uhre","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495768.xml",336,283,2,1,286,38,14,9,4,18,0,93,101,4,2,0,"Uhre, Ikast, Denmark",56.12,9.13765,7430,756,"7430 Ikast",3.70694,15.8055,18.3746,3.70694,0,15.8055,0
"Drantum","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495769.xml",236,215,1,1,217,25,8,8,4,12,8,54,78,9,9,0,"Drantum, Ikast, Denmark",55.9148,9.10569,7330,756,"7330 Brande",3.9276,9.98046,15.3488,3.9276,0,9.98046,0
"Ikast","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495770.xml",11762,10030,85,28,10143,2330,218,352,238,615,182,2286,3268,380,158,3,"Ikast, Ikast, Denmark",56.1364,9.1546,7430,756,"7430 Ikast",3.70694,15.8055,25.4038,3.70694,0,15.8055,0
"Isenvad","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495771.xml",752,673,3,1,677,76,11,17,12,36,22,179,279,22,19,0,"Isenvad, Ikast, Denmark",56.0984,9.20516,7430,756,"7430 Ikast",3.70694,15.8055,12.9272,3.70694,0,15.8055,0
"Bording","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495772.xml",2346,2066,15,4,2085,450,39,60,34,78,67,520,723,61,32,2,"Bording, Ikast, Denmark",56.1444,9.2766,7441,756,"7441 Bording",NaN,NaN,23.6689,NA,NA,NA,NA
"Agerskov-Stubkjær","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495773.xml",300,266,2,1,269,29,2,12,4,16,6,77,106,11,3,0,"Agerskov-Stubkjær, Ikast, Denmark",56.1364,9.1546,7430,756,"7430 Ikast",3.70694,15.8055,11.6541,3.70694,0,15.8055,0
"Engesvang","7. Ikast","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495774.xml",1797,1588,7,2,1597,529,42,41,45,83,19,397,294,80,58,0,"Engesvang, Ikast, Denmark",56.1702,9.34918,7442,756,"7442 Engesvang",NaN,NaN,35.9572,NA,NA,NA,NA
"Tarm","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495811.xml",3759,3137,21,6,3164,693,65,108,101,122,246,724,923,109,46,0,"Tarm, Ringkøbing, Denmark",55.9066,8.52029,6880,760,"6880 Tarm",15.5317,8.83128,24.1632,15.5317,0,8.83128,0
"Holmsland","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495812.xml",1037,932,8,2,942,167,11,28,26,40,34,179,416,16,15,0,"Holmsland, Ringkøbing, Denmark",56.0903,8.12357,6950,760,"6950 Ringkøbing",5.41471,30.4932,19.0987,5.41471,0,30.4932,0
"Hoven","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495813.xml",432,362,0,1,363,47,9,7,10,26,14,96,119,28,6,0,"Hoven, Ringkøbing, Denmark",55.8514,8.7628,6880,760,"6880 Tarm",15.5317,8.83128,15.4696,15.5317,0,8.83128,0
"Lyne","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495814.xml",747,630,6,3,639,114,9,15,7,39,51,171,187,25,12,0,"Lyne, Ringkøbing, Denmark",55.8009,8.49335,6880,760,"6880 Tarm",15.5317,8.83128,19.5238,15.5317,0,8.83128,0
"Bork","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495815.xml",644,543,2,1,546,85,5,19,13,22,6,156,202,20,15,0,"Bork, Ringkøbing, Denmark",56.0994,8.30645,6950,760,"6950 Ringkøbing",5.41471,30.4932,16.5746,5.41471,0,30.4932,0
"Lønborg","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495816.xml",1036,840,9,1,850,166,18,23,19,49,89,217,211,29,19,0,"Lønborg, Ringkøbing, Denmark",55.9033,8.44381,6880,760,"6880 Tarm",15.5317,8.83128,21.9048,15.5317,0,8.83128,0
"Hvide Sande","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495817.xml",2511,2096,23,6,2125,269,35,57,36,82,127,502,907,60,21,0,"Hvide Sande, Ringkøbing, Denmark",56.0118,8.12793,6960,760,"6960 Hvide Sande",NaN,NaN,14.5038,NA,NA,NA,NA
"Velling","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495818.xml",928,851,3,1,855,189,34,19,33,39,22,142,290,38,45,0,"Velling, Ringkøbing, Denmark",56.0527,8.31343,6950,760,"6950 Ringkøbing",5.41471,30.4932,26.2045,5.41471,0,30.4932,0
"Ølstrup","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495819.xml",615,547,7,0,554,81,18,23,10,26,10,110,244,17,8,0,"Ølstrup, Ringkøbing, Denmark",56.1127,8.42299,6950,760,"6950 Ringkøbing",5.41471,30.4932,18.0987,5.41471,0,30.4932,0
"Ringkøbing","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495820.xml",6958,5920,35,13,5968,1472,150,180,283,296,204,1174,1845,184,132,0,"Ringkøbing, Ringkøbing, Denmark",56.0881,8.25763,6950,760,"6950 Ringkøbing",5.41471,30.4932,27.3986,5.41471,0,30.4932,0
"Hee","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495821.xml",1097,942,4,1,947,158,13,22,26,46,10,288,320,43,16,0,"Hee, Ringkøbing, Denmark",56.1422,8.29165,6950,760,"6950 Ringkøbing",5.41471,30.4932,18.1529,5.41471,0,30.4932,0
"Stadil","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495822.xml",591,515,3,0,518,56,7,25,14,39,4,113,226,16,15,0,"Stadil, Ringkøbing, Denmark",56.199,8.21328,6980,760,"6980 Tim",NaN,NaN,12.233,NA,NA,NA,NA
"Højmark","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495823.xml",564,495,1,0,496,82,14,19,5,26,10,91,228,15,5,0,"Højmark, Ringkøbing, Denmark",56.0543,8.40145,6940,760,"6940 Lem St",NaN,NaN,19.3939,NA,NA,NA,NA
"Lem","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495824.xml",1082,899,10,7,916,202,13,33,23,35,21,223,306,34,9,0,"Lem, Ringkøbing, Denmark",56.0294,8.38778,6940,760,"6940 Lem St",NaN,NaN,23.9155,NA,NA,NA,NA
"Tim","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495825.xml",1139,997,8,2,1007,184,20,29,30,52,9,224,394,40,15,0,"Tim, Ringkøbing, Denmark",56.1956,8.30652,6980,760,"6980 Tim",NaN,NaN,20.4614,NA,NA,NA,NA
"Skjern","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495826.xml",5916,5028,56,30,5114,1082,91,135,136,208,444,985,1720,153,74,0,"Skjern, Ringkøbing, Denmark",56.0881,8.25763,6950,760,"6950 Ringkøbing",5.41471,30.4932,23.3294,5.41471,0,30.4932,0
"Borris","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495827.xml",951,851,12,3,866,149,12,23,15,36,36,198,350,23,9,0,"Borris, Ringkøbing, Denmark",55.9583,8.64771,6900,760,"6900 Skjern",-2.44218,14.771,18.9189,0,2.44218,14.771,0
"Faster","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495828.xml",595,519,6,0,525,71,4,13,17,17,66,84,228,18,1,0,"Faster, Ringkøbing, Denmark",55.9852,8.59326,6900,760,"6900 Skjern",-2.44218,14.771,14.4509,0,2.44218,14.771,0
"Rækker Mølle","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495829.xml",1149,1016,5,0,1021,128,23,31,21,39,146,159,428,30,11,0,"Rækker Mølle, Ringkøbing, Denmark",56.0211,8.54086,6900,760,"6900 Skjern",-2.44218,14.771,14.8622,0,2.44218,14.771,0
"Stauning","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495830.xml",861,761,3,0,764,167,15,22,16,41,41,141,283,26,9,0,"Stauning, Ringkøbing, Denmark",55.9652,8.37052,6900,760,"6900 Skjern",-2.44218,14.771,23.9159,0,2.44218,14.771,0
"Videbæk","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495831.xml",3730,3268,13,6,3287,591,33,97,64,121,393,843,1022,67,37,0,"Videbæk, Ringkøbing, Denmark",56.09,8.62676,6920,760,"6920 Videbæk",5.72189,-1.56419,19.0942,5.72189,0,0,1.56419
"Nr.Vium","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495832.xml",485,422,2,0,424,49,8,13,14,28,38,116,137,9,10,0,"Nr.Vium, Ringkøbing, Denmark",56.0283,8.71743,6920,760,"6920 Videbæk",5.72189,-1.56419,13.5071,5.72189,0,0,1.56419
"Troldhede","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495833.xml",581,468,3,2,473,70,10,10,14,20,19,148,143,26,8,0,"Troldhede, Ringkøbing, Denmark",55.9932,8.74179,6920,760,"6920 Videbæk",5.72189,-1.56419,17.094,5.72189,0,0,1.56419
"Vorgod-Barde","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495834.xml",1844,1639,7,3,1649,267,18,56,25,69,188,430,520,48,18,0,"Vorgod-Barde, Ringkøbing, Denmark",56.0987,8.63036,6920,760,"6920 Videbæk",5.72189,-1.56419,17.3887,5.72189,0,0,1.56419
"Spjald","11. Ringkøbing","Vestjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495835.xml",2181,1890,12,4,1906,291,46,78,48,110,81,471,681,44,40,0,"Spjald, Ringkøbing, Denmark",56.1272,8.50657,6971,760,"6971 Spjald",NaN,NaN,17.8307,NA,NA,NA,NA
"Hedensted, St.Dalby Og Urlev","11. Hedensted","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495654.xml",6081,5325,42,15,5382,1219,145,138,97,556,100,1445,1387,139,98,1,"Hedensted, St.Dalby Og Urlev, Hedensted, Denmark",55.7684,9.7452,8722,766,"8722 Hedensted",0.238572,5.07152,25.615,0.238572,0,5.07152,0
"Løsning Sogn","11. Hedensted","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495655.xml",3034,2600,17,9,2626,744,45,47,60,158,131,806,468,96,39,6,"Løsning Sogn, Hedensted, Denmark",55.7741,9.6996,8722,766,"8722 Hedensted",0.238572,5.07152,30.3462,0.238572,0,5.07152,0
